index,category,command_kor,command_eng,connected_devices,gt
14,5,스피커 볼륨을 20으로 설정하고 10분 뒤에 40으로 높여줘.,Set the speaker volume to 20 and increase it to 40 after 10 minutes.,,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Speaker).speaker_setvolume(20)\n\ndelay(10 MIN)\n\n(#Speaker).speaker_setvolume(40)""}"
15,5,제습기를 건조 모드로 작동시키고 1시간 뒤에 리프레쉬 모드로 바꿔줘.,Start the dehumidifier in drying mode and change to refreshing mode after 1 hour.,,"{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""(#Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")\n\ndelay(1 HOUR)\n\n(#Dehumidifier).dehumidifier_setdehumidifiermode(\""refreshing\"")""}"
16,5,거실의 모든 전등을 켜고 1시간 뒤에 꺼줘.,Turn on all lights in the living room and turn them off after 1 hour.,"{'LivingRoom_Light_1': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}, 'LivingRoom_Light_2': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}, 'Kitchen_Light': {'category': ['Light', 'Switch'], 'tags': ['Kitchen', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nall(#LivingRoom #Light).switch_on()\n\ndelay(1 HOUR)\n\nall(#LivingRoom #Light).switch_off()""}"
17,5,집안의 재실 센서가 하나라도 감지되면 10초 뒤에 모든 긴급 사이렌을 울려줘.,"When any presence sensor in the house detects presence, sound all emergency sirens after 10 seconds.","{'House_Presence_1': {'category': 'PresenceSensor', 'tags': ['House', 'PresenceSensor']}, 'House_Presence_2': {'category': 'PresenceSensor', 'tags': ['House', 'PresenceSensor']}, 'Main_Siren': {'category': 'Siren', 'tags': ['House', 'Siren']}, 'Sub_Siren': {'category': 'Siren', 'tags': ['House', 'Siren']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until (all(#House #PresenceSensor).presencesensor_presence ==| true)\n\ndelay(10 SEC)\n\nall(#Siren).siren_setsirenmode(\""emergency\"")""}"
18,5,주방의 모든 벨브를 열고 5분 뒤에 다시 잠궈줘.,Open all valves in the kitchen and close them again after 5 minutes.,"{'Kitchen_Valve_Gas': {'category': 'Valve', 'tags': ['Kitchen', 'Valve']}, 'Kitchen_Valve_Water': {'category': 'Valve', 'tags': ['Kitchen', 'Valve']}, 'Garden_Valve': {'category': 'Valve', 'tags': ['Garden', 'Valve']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nall(#Kitchen #Valve).valve_open()\n\ndelay(5 MIN)\n\nall(#Kitchen #Valve).valve_close()""}"
19,5,안방의 모든 블라인드를 닫고 2시간 뒤에 다시 열어줘.,Close all blinds in the bedroom and open them again after 2 hours.,"{'Bedroom_Blind': {'category': 'WindowCovering', 'tags': ['Bedroom', 'Bllind', 'WindowCovering']}, 'Bedroom_Curtain': {'category': 'WindowCovering', 'tags': ['Bedroom', 'Curtain', 'WindowCovering']}, 'LivingRoom_Blind': {'category': 'WindowCovering', 'tags': ['LivingRoom', 'Blind', 'WindowCovering']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nall(#Bedroom #Blind).windowcovering_downorclose()\n\ndelay(2 HOUR)\n\nall(#Bedroom #Blind).windowcovering_uporopen()""}"
20,5,복도의 조명이 하나라도 켜지면 5분 뒤에 거실의 모든 조명을 꺼줘.,"When any light in the hallway is turned on, turn off all lights in the living room after 5 minutes.","{'Hallway_Light': {'category': ['Light', 'Switch'], 'tags': ['Hallway', 'Light', 'Switch']}, 'LivingRoom_Light_1': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}, 'LivingRoom_Light_2': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until (all(#Hallway #Light).switch_switch ==| true)\n\ndelay(5 MIN)\n\nall(#LivingRoom #Light).switch_off()""}"
21,5,연구실의 모든 제습기를 켜고 4시간 뒤에 꺼줘.,Turn on all dehumidifiers in the lab and turn them off after 4 hours.,"{'Lab_Dehumidifier_1': {'category': ['Dehumidifier', 'Switch'], 'tags': ['Lab', 'Dehumidifier', 'Switch']}, 'Lab_Dehumidifier_2': {'category': ['Dehumidifier', 'Switch'], 'tags': ['Lab', 'Dehumidifier', 'Switch']}, 'Office_Dehumidifier': {'category': ['Dehumidifier', 'Switch'], 'tags': ['Office', 'Dehumidifier', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nall(#Lab #Dehumidifier).switch_on()\n\ndelay(4 HOUR)\n\nall(#Lab #Dehumidifier).switch_off()""}"
22,5,사무실의 공기청정기가 하나라도 수면모드로 바뀌면 10분 뒤에 조명을 꺼줘.,"When any air purifier in the office switches to sleep mode, turn off the light after 10 minutes.","{'Office_AP_1': {'category': 'AirPurifier', 'tags': ['Office', 'AirPurifier']}, 'Office_AP_2': {'category': 'AirPurifier', 'tags': ['Office', 'AirPurifier']}, 'Office_Light': {'category': ['Light', 'Switch'], 'tags': ['Office', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until (all(#Office #AirPurifier).airpurifier_airpurifiermode ==| \""sleep\"")\n\ndelay(10 MIN)\n\n(#Office #Light).switch_off()""}"
23,5,창고의 모든 도어락을 잠그고 1분 뒤에 긴급 사이렌을 울려줘.,Lock all warehouse door locks and sound the emergency siren 1 minute later.,"{'Warehouse_Lock_1': {'category': 'DoorLock', 'tags': ['Warehouse', 'DoorLock']}, 'Warehouse_Lock_2': {'category': 'DoorLock', 'tags': ['Warehouse', 'DoorLock']}, 'Warehouse_Siren': {'category': 'Siren', 'tags': ['Warehouse', 'Siren']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nall(#Warehouse #DoorLock).doorlock_lock()\n\ndelay(1 MIN)\n\n(#Siren).siren_setsirenmode(\""emergency\"")""}"
24,5,테라스의 어느 조도 센서라도 100 럭스 이상이 되면 5초 뒤에 모든 블라인드를 올려줘.,"When any illuminance sensor on the terrace reaches 100 lux or higher, raise all blinds after 5 seconds.","{'Terrace_Sensor_1': {'category': 'LightSensor', 'tags': ['Terrace', 'LightSensor']}, 'Terrace_Sensor_2': {'category': 'LightSensor', 'tags': ['Terrace', 'LightSensor']}, 'Terrace_Blind_1': {'category': 'WindowCovering', 'tags': ['Terrace', 'WindowCovering', 'Blind']}, 'Terrace_Blind_2': {'category': 'WindowCovering', 'tags': ['Terrace', 'WindowCovering', 'Blind']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until (all(#Terrace #LightSensor).lightsensor_brightness >=| 100)\n\ndelay(5 SEC)\n\nall(#Terrace #Blind).windowcovering_uporopen()""}"
25,5,데이터 센터의 어느 온도 센서라도 30도 이상이 되면 1분 뒤에 모든 에어컨을 냉방 모드로 작동시켜줘.,"When any temperature sensor in the data center reaches 30 degrees or higher, set all air conditioners to cool mode after 1 minute.","{'DC_Temp_1': {'category': 'TemperatureSensor', 'tags': ['DataCenter', 'TemperatureSensor']}, 'DC_Temp_2': {'category': 'TemperatureSensor', 'tags': ['DataCenter', 'TemperatureSensor']}, 'DC_AC_1': {'category': 'AirConditioner', 'tags': ['DataCenter', 'AirConditioner']}, 'DC_AC_2': {'category': 'AirConditioner', 'tags': ['DataCenter', 'AirConditioner']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\nwait until (all(#DataCenter #TemperatureSensor).temperaturesensor_temperature >=| 30)\n\ndelay(1 MIN)\n\nall(#DataCenter #AirConditioner).airconditioner_setairconditionermode(\""cool\"")""}"
26,5,주방 조명을 켜고 10초 뒤에 주방 제습기를 켜줘.,Turn on the kitchen light and turn on the kitchen dehumidifier 10 seconds later.,"{'Kitchen_Light': {'category': ['Light', 'Switch'], 'tags': ['Kitchen', 'Light', 'Switch']}, 'Kitchen_Dehumidifier': {'category': 'Switch', 'tags': ['Kitchen', 'Dehumidifier', 'Switch']}, 'LivingRoom_Light': {'category': ['Light', 'Switch'], 'tags': ['LivingRoom', 'Light', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Kitchen #Light).switch_on()\n\ndelay(10 SEC)\n\n(#Kitchen #Dehumidifier).switch_on()""}"
27,5,서재 공기청정기를 강풍으로 틀고 2시간 뒤에 꺼줘.,Set the study air purifier to high and turn it off after 2 hours.,"{'Study_AP': {'category': 'AirPurifier', 'tags': ['Study', 'AirPurifier']}, 'Bedroom_AP': {'category': 'AirPurifier', 'tags': ['Bedroom', 'AirPurifier']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Study #AirPurifier).airpurifier_setairpurifiermode(\""high\"")\n\ndelay(2 HOUR)\n\n(#Study #AirPurifier).switch_off()""}"
28,5,욕실 조명을 끄고 5분 뒤에 켜줘.,Turn off the bathroom light and turn on after 5 minutes.,"{'Bathroom_Light': {'category': ['Light', 'Switch'], 'tags': ['Bathroom', 'Light', 'Switch']}, 'Bathroom_Dehumidifer': {'category': ['Dehumidifier', 'Switch'], 'tags': ['Bathroom', 'Dehumidifier', 'Switch']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#Bathroom #Light).switch_off()\n\ndelay(5 MIN)\n\n(#Bathroom #Light).switch_on()""}"
29,5,회의실 문을 닫고 3초 뒤에 회의실 카메라로 촬영해줘.,Close the meeting room door. After 3 seconds take a picture with the meeting room camera.,"{'MeetingRoom_Door': {'category': 'Door', 'tags': ['MeetingRoom', 'Door']}, 'MeetingRoom_Camera': {'category': 'Camera', 'tags': ['MeetingRoom', 'Camera']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\n(#MeetingRoom #Door).door_close()\n\ndelay(3 SEC)\n\n(#MeetingRoom #Camera).camera_captureimage()""}"
30,5,"지금 와인 셀러 온도를 체크하고 10분뒤에 다시 체크해서 1도 이상 차이가 나면, 스피커로 온도가 급변했다고 안내해줘. ","Check the wine cellar temperature now and again in 10 minutes. If it has changed by 1 degree or higher, announce through the speaker that the wine cellar temperature has changed rapidly.","{'WineCellar_Temp': {'category': 'TemperatureSensor', 'tags': ['WineCellar', 'TemperatureSensor']}, 'WineCellar_Hum': {'category': 'HumiditySensor', 'tags': ['WineCellar', 'HumiditySensor']}, 'Speaker': {'category': 'Speaker', 'tags': ['Speaker']}}","{""name"": """", 
""cron"": """", 
""period"": 0, 
""script"": ""\noriginal_temp = (#WineCellar #TemperatureSensor).temperaturesensor_temperature\n\ndelay(10 MIN)\n\ntemp = (#WineCellar #TemperatureSensor).temperaturesensor_temperature\n\nif (temp >= original_temp + 1 or temp <= original_temp - 1) {\n\n    (#Speaker).speaker_speak(\""와인셀러의 온도가 급변했습니다\"")\n}""}"
1,6,"온도가 28도 이상이고 습도가 70% 이상이면, 에어컨을 냉방 모드로 설정하고 온도를 24도로 맞춰줘.","If the temperature is 28 degrees or higher and the humidity is 70% or higher, set the air conditioner to cool mode and 24 degrees.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#TemperatureSensor).temperaturesensor_temperature >= 28 and (#HumiditySensor).humiditysensor_humidity >= 70) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n    (#AirConditioner).airconditioner_settargettemperature(24)\n \n}""}"
2,6,"이산화탄소 농도가 1200ppm 이상이고 사람이 감지되고 있으면, 공기청정기를 강풍으로 바꾸고 스피커로 경고해줘.","If the carbon dioxide concentration is 1200ppm or higher and person is being detected, set the air purifier to high mode and announce a warning using the speaker.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#AirQualitySensor).airqualitysensor_carbondioxide >= 1200 and (#PresenceSensor).presencesensor_presence == true) {\n\n    (#AirPurifier).airpurifier_setairpurifiermode(\""high\"")\n\n    (#Speaker).speaker_speak(\""이산화탄소 농도가 높습니다.\"")\n\n}""}"
3,6,"비가 오고 있고 습도가 80% 이상이면, 제습기를 건조 모드로 작동시키고 ""비가 오고 습도가 높습니다""라고 스피커로 출력해줘.","If it is raining and the humidity is 80% or higher, set the dehumidifier to drying mode and output ""It's raining and himidity is high"" through the speaker.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#RainSensor).rainsensor_rain == true and (#HumiditySensor).humiditysensor_humidity >= 80) {\n\n    (#Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")\n\n    (#Speaker).speaker_speak(\""비가 오고 습도가 높습니다.\"")\n\n}""}"
4,6,"소음 수치가 70 이상이고 집에 아무도 없으면, 카메라로 사진을 찍고 경찰 사이렌을 울려줘.","If the noise level is 70 or higher and no one is home, take a photo with the camera and sound the police siren.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#SoundSensor).soundsensor_sound >= 70 and (#PresenceSensor).presencesensor_presence == false) {\n\n    (#Camera).camera_captureimage()\n\n    (#Siren).siren_setsirenmode(\""police\"")\n\n}""}"
5,6,"조도가 100 럭스 이하이고 사람이 감지되고 있으면, 스피커 볼륨을 30으로 설정하고 relax.mp3 음악을 재생해줘.","If the illuminance is 100 lux or lower and a person is being detected, set the speaker volume to 30 and play relax.mp3 music.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#LightSensor).lightsensor_brightness <= 100 and (#PresenceSensor).presencesensor_presence == true) {\n\n    (#Speaker).speaker_setvolume(30)\n\n    (#Speaker).speaker_play(\""relax.mp3\"")\n\n}""}"
6,6,"미세먼지 농도가 150 이상이고 문이 열려 있으면, 문을 닫고 공기청정기를 강풍으로 작동시켜줘.","If the fine dust level is 150 or higher and the door is open, close the door and set the air purifier to high.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#AirQualitySensor).airqualitysensor_finedustlevel >= 150 and (#Door).door_doorstate == \""open\"") {\n\n    (#Door).door_close()\n\n    (#AirPurifier).airpurifier_setairpurifiermode(\""high\"")\n\n}""}"
7,6,"비가 오고 아무도 없는 상태면, 도어락을 잠그고 밸브를 차단해줘.","If the weather is rainy and no one is being detected, lock the door and close the valve.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#WeatherProvider).weatherprovider_weather == \""rain\"" and (#PresenceSensor).presencesensor_presence == false) {\n\n    (#DoorLock).doorlock_lock()\n\n    (#Valve).valve_close()\n\n}""}"
8,6,"오븐이 가열 중이고 아무도 없으면, 오븐을 보온 모드로 변경하고 스피커로 보온 모드로 변경했다고 알려줘.","If the oven is heating and no one is being detected, change the oven mode to warming and notify that the oven mode has been changed to warming.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": 
""if ((#Oven).oven_ovenmode == \""heating\"" and (#PresenceSensor).presencesensor_presence == false) {\n\n    (#Oven).oven_setovenmode(\""warming\"")\n\n    (#Speaker).speaker_speak(\""오븐을 보온 모드로 변경합니다.\"")\n\n}""}"
9,6,"소음이 80 이상이고 사람이 없으면, 스피커 재생을 멈추고 긴급 사이렌을 울려줘.","If the noise level is 80 or higher and no person is being detected, stop speaker playbackand sound the emergency siren.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#SoundSensor).soundsensor_sound >= 80 and (#PresenceSensor).presencesensor_presence == false) {\n\n    (#Speaker).speaker_stop()\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}"
10,6,"이산화탄소가 1500ppm 이상이고 블라인드가 닫혀있으면, 공기청정기를 자동 모드로 켜고 블라인드를 올려줘.","If the carbon dioxide is 1500ppm or higher and the blind is closed, set the air purifier to auto and raise the blind.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#AirQualitySensor).airqualitysensor_carbondioxide >= 1500 and (#Blind).armrobot_currentposition == 0) {\n\n    (#AirPurifier).airpurifier_setairpurifiermode(\""auto\"")\n\n    (#Blind).windowcovering_uporopen()\n\n}""}"
11,6,"온도가 18도 이하이고 사람이 감지되고있으면, 에어컨을 난방 모드로 설정하고 22도로 조절해줘.","If the temperature is 18 degrees or below and someone is detected, set the air conditioner to heat mode and 22 degrees.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#TemperatureSensor).temperaturesensor_temperature <= 18 and (#PresenceSensor).presencesensor_presence == true) {\n\n    (#AirConditioner).airconditioner_setairconditionermode(\""heat\"")\n\n    (#AirConditioner).airconditioner_settargettemperature(22)\n\n}""}"
12,6,"비가 오고 문이 열려 있으면, 문을 닫고 제습기를 내부케어 모드로 작동시켜줘.","If it is raining and the door is open, close the door and set the dehumidifier to internal Care mode.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#RainSensor).rainsensor_rain == true and (#Door).door_doorstate == \""open\"") {\n\n    (#Door).door_close()\n\n    (#Dehumidifier).dehumidifier_setdehumidifiermode(\""auto\"")\n\n}""}"
13,6,"사람이 있는데 연기가 감지되고 있으면, 사이렌을 화재 모드로 울리고 스피커로 ""대피하세요""라고 해줘.","If a person is detected and smoke is detected, sound the siren in fire mode and announce ""Evacuate"" through the speaker.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#PresenceSensor).presencesensor_presence == true and (#SmokeDetector).smokedetector_smoke == true) {\n\n    (#Siren).siren_setsirenmode(\""fire\"")\n\n    (#Speaker).speaker_speak(\""대피하세요\"")\n\n}""}"
14,6,"수압이 100 이상이고 사람이 없으면, 밸브를 잠그고 긴급 사이렌을 울려줘.","If the pressure is 100 or higher and no one is home, close the valve and sound emergency siren.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#PressureSensor).pressuresensor_pressure >= 100 and (#PresenceSensor).presencesensor_presence == false) {\n\n    (#Valve).valve_close()\n\n    (#Siren).siren_setsirenmode(\""emergency\"")\n\n}""}"
15,6,"움직임이 감지되지 않는데 문이 열려 있으면, 사진을 찍고 스피커로 ""경고""라고 말해줘.","If no motion is detected but the door is open, take a photo and output ""Warning"" through the speaker.",,"{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#MotionSensor).motionsensor_motion == false and (#Door).door_doorstate == \""open\"") {\n\n    (#Camera).camera_captureimage()\n\n    (#Speaker).speaker_speak(\""경고\"")\n\n}""}"
16,6,"거실에 사람이 있고 주방에서 연기가 감지되고 있으면, 거실 스피커로 주방에 연기가 감지되었다고 출력하고 주방 밸브를 잠궈줘.","If someone is in the living room and smoke is being detected in the kitchen, play an announcement in the living room and close the kitchen valve.","{'LivingRoom_Presence': {'category': 'PresenceSensor', 'tags': ['LivingRoom', 'PresenceSensor']}, 'Kitchen_Smoke': {'category': 'SmokeDetector', 'tags': ['Kitchen', 'SmokeDetector']}, 'LivingRoom_Speaker': {'category': 'Speaker', 'tags': ['LivingRoom', 'Speaker']}, 'Kitchen_Valve': {'category': 'Valve', 'tags': ['Kitchen', 'Valve']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#LivingRoom #PresenceSensor).presencesensor_presence == true and (#Kitchen #SmokeDetector).smokedetector_smoke == true) {\n\n    (#LivingRoom #Speaker).speaker_speak(\""주방에 연기가 감지되었습니다.\"")\n\n    (#Kitchen #Valve).valve_close()\n\n}""}"
17,6,"안방의 온도가 26도 이상이고 창문이 열려 있으면, 창문을 닫고 에어컨을 켜줘.","If the bedroom temperature is 26 degrees or higher and the bedroom window is open, close the window and turn on the air conditioner.","{'Bedroom_Temp': {'category': 'TemperatureSensor', 'tags': ['Bedroom', 'TemperatureSensor']}, 'Bedroom_Window': {'category': 'WindowCovering', 'tags': ['Bedroom', 'WindowCovering', 'Window']}, 'Bedroom_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['Bedroom', 'AirConditioner', 'Switch']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Bedroom #TemperatureSensor).temperaturesensor_temperature >= 26 and (#Bedroom #Window).armrobot_currentposition > 0) {\n\n    (#Bedroom #Window).windowcovering_downorclose()\n\n    (#Bedroom #AirConditioner).switch_on()\n\n}""}"
18,6,"차고에서 움직임이 감지되고 있고 메인 사이렌이 꺼져있으면, 비상 사이렌을 울리고 차고 사진을 찍어줘.","If motion is detected in the garage and the main siren is off, sound the siren in emergency and take a picture.","{'Garage_Motion': {'category': 'MotionSensor', 'tags': ['Garage', 'MotionSensor']}, 'Main_Siren': {'category': ['Siren', 'Switch'], 'tags': ['Main', 'Siren', 'Switch']}, 'Garage_Camera': {'category': 'Camera', 'tags': ['Garage', 'Camera']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Garage #MotionSensor).motionsensor_motion == true and (#Main #Siren).switch_switch == false) {\n\n    (#Main #Siren).siren_setsirenmode(\""emergency\"")\n\n    (#Garage #Camera).camera_captureimage()\n\n}""}"
19,6,"서재 이산화탄소가 1000ppm 이상이고 공기청정기가 수면 모드이면, 자동 모드로 바꾸고 스피커로 ""공기청정기를 자동모드로 변경합니다""라고 말해줘.","If the study carbon dioxide is 1000ppm or higher and the air purifier is in sleep mode, switch to auto mode and say ""Switching the air purifier to auto mode"" through the speaker.","{'Study_AQ': {'category': 'AirQualitySensor', 'tags': ['Study', 'AirQualitySensor']}, 'Study_AP': {'category': 'AirPurifier', 'tags': ['Study', 'AirPurifier']}, 'Study_Speaker': {'category': 'Speaker', 'tags': ['Study', 'Speaker']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Study #AirQualitySensor).airqualitysensor_carbondioxide >= 1000 and (#Study #AirPurifier).airpurifier_airpurifiermode == \""sleep\"") {\n\n    (#Study #AirPurifier).airpurifier_setairpurifiermode(\""auto\"")\n\n    (#Study #Speaker).speaker_speak(\""공기 청정기를 자동모드로 변경합니다\"")\n\n}""}"
20,6,"욕실 습도가 85% 이상이고 욕실 문이 닫혀 있으면, 조명을 켜고 문을 열어줘.","If the bathroom humidity is 85% or higher and the bathroom door is closed, turn on the light and open the door.","{'Bathroom_Hum': {'category': 'HumiditySensor', 'tags': ['Bathroom', 'HumiditySensor']}, 'Bathroom_Door': {'category': 'Door', 'tags': ['Bathroom', 'Door']}, 'Bathroom_Light': {'category': ['Light', 'Switch'], 'tags': ['Bathroom', 'Light', 'Switch']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Bathroom #HumiditySensor).humiditysensor_humidity >= 85 and (#Bathroom #Door).door_doorstate == \""closed\"") {\n\n    (#Bathroom #Light).switch_on()\n\n    (#Bathroom #Door).door_open()\n\n}""}"
21,6,"현관에서 인식된 얼굴 ID가 ""가족""이고 도어락이 잠겨 있으면, 도어락을 풀고 문을 열어줘.","If the face ID 'family' is recognized at the entrance and the door lock is locked , unlock the door lock and open the door.","{'Entrance_Face': {'category': 'FaceRecognizer', 'tags': ['Entrance', 'FaceRecognizer']}, 'Entrance_Lock': {'category': 'DoorLock', 'tags': ['Entrance', 'DoorLock']}, 'Entrance_Door': {'category': 'Door', 'tags': ['Entrance', 'Door']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Entrance #FaceRecognizer).facerecognizer_recognizedresult == \""family\"" and (#Entrance #DoorLock).doorlock_doorlockstate == \""locked\"") {\n\n    (#Entrance #DoorLock).doorlock_unlock()\n\n    (#Entrance #Door).door_open()\n\n}""}"
22,6,"정원 조도가 50 미만이고 테라스 조명이 꺼져 있으면, 조명을 켜고 정원 스피커로 조명을 켠다고 말해줘.","If the garden illuminance is below 50 and the terrace light is off, turn on the light and play an announcement in the garden.","{'Garden_Illum': {'category': 'LightSensor', 'tags': ['Garden', 'LightSensor']}, 'Terrace_Light': {'category': ['Light', 'Switch'], 'tags': ['Terrace', 'Light', 'Switch']}, 'Garden_Speaker': {'category': 'Speaker', 'tags': ['Garden', 'Speaker']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#Garden #LightSensor).lightsensor_brightness < 50 and (#Terrace #Light).switch_switch == false) {\n\n    (#Terrace #Light).switch_on()\n\n    (#Garden #Speaker).speaker_speak(\""조명을 켭니다.\"")\n\n}""}"
23,6,"비가 오고 거실 창문이 열려 있으면, 창문을 닫고 건조기를 건조 모드로 설정해줘.","If it's raining and the living room window is open, close the window and set the dehumidifier to drying mode.","{'RainSensor': {'category': 'RainSensor', 'tags': ['RainSensor']}, 'LivingRoom_Window': {'category': 'WindowCovering', 'tags': ['LivingRoom', 'Window', 'WindowCovering']}, 'Dehumidifier': {'category': 'Dehumidifier', 'tags': ['Dehumidifier']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#RainSensor).rainsensor_rain == true and (#LivingRoom #Window).armrobot_currentposition == 0) {\n\n    (#LivingRoom #Window).windowcovering_downorclose()\n\n    (#Dehumidifier).dehumidifier_setdehumidifiermode(\""drying\"")\n\n}""}"
24,6,"아기방 소리가 50dB 이상이고 거실 스피커가 멈춘 상태면, 거실 스피커로 아기가 깼다고 말하고 lullaby.mp3 파일 재생을 시작해줘.","If the baby room sound is 50dB or higher and the living room speaker is stopped, say the baby is awake through the speaker and play ""lullaby.mp3"" file.","{'BabyRoom_Sound': {'category': 'SoundSensor', 'tags': ['BabyRoom', 'SoundSensor']}, 'LivingRoom_Speaker': {'category': 'Speaker', 'tags': ['LivingRoom', 'Speaker']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#BabyRoom #SoundSensor).soundsensor_sound >= 50 and (#LivingRoom #Speaker).speaker_playbackstate == \""stopped\"") {\n\n    (#LivingRoom #Speaker).speaker_speak(\""아기가 깼습니다.\"")\n\n    (#LivingRoom #Speaker).speaker_play(\""lullaby.mp3\"")\n\n}""}"
25,6,"서버실 온도가 30도 이상이고 에어컨이 꺼져 있으면, 에어컨을 냉방 모드로 켜고 메인 사이렌을 긴급 모드로 울려줘.","If the server room temperature is 30 degrees or higher and the AC is off, turn it on and sound the main emergency siren.","{'Server_Temp': {'category': 'TemperatureSensor', 'tags': ['ServerRoom', 'TemperatureSensor']}, 'Server_AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['ServerRoom', 'AirConditioner', 'Switch']}, 'Main_Siren': {'category': 'Siren', 'tags': ['Main', 'Siren']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#ServerRoom #TemperatureSensor).temperaturesensor_temperature >= 30 and (#ServerRoom #AirConditioner).switch_switch == false) {\n\n    (#ServerRoom #AirConditioner).airconditioner_setairconditionermode(\""cool\"")\n\n    (#Main #Siren).siren_setsirenmode(\""emergency\"")\n\n}""}"
26,6,"와인 셀러 온도가 15도 이상이고 습도가 60% 이상이면, 에어컨을 켜고 가습기를 꺼줘.","If the wine cellar temperature is 15 degrees or higher and humidity is 60% or higher, turn on the air conditioner and turn off the humidifier.","{'WineCellar_Temp': {'category': 'TemperatureSensor', 'tags': ['WineCellar', 'TemperatureSensor']}, 'WineCellar_Hum': {'category': 'HumiditySensor', 'tags': ['WineCellar', 'HumiditySensor']}, 'AC': {'category': ['AirConditioner', 'Switch'], 'tags': ['AirConditioner', 'Switch']}, 'WineCellar_Humidifier': {'category': ['Humidifier', 'Switch'], 'tags': ['Humidifier', 'Switch']}}","{""name"": """", ""cron"": """", ""period"": 0, ""script"": ""\nif ((#WineCellar #TemperatureSensor).temperaturesensor_temperature >= 15 and (#WineCellar #HumiditySensor).humiditysensor_humidity >= 60) {\n\n    (#AirConditioner).switch_on()\n\n    (#Humidifier).switch_off()\n\n}""}"
